Name;GSR_score;Wikipedia_score;Sentiment_score;Twitter_score;Thoughtleader_Score
Jessica Jurassica;0.05715381664748753;0.0;0.8093647677210297;0.13845130813945578;0.25124247312699327
Jürg Halter;0.05485232067510549;0.14206437291897892;0.8043888155964717;0.0;0.250326377297639
Zora del Buono;0.05868814729574223;0.11764705882352941;0.8221038415347656;0.0;0.2496097619135093
Patrick Rohr;0.05293440736478711;0.11542730299667037;0.7960707913262999;0.016543985680062927;0.24524412184195504
Manon;0.04909858074415036;0.04439511653718091;0.8865278451459958;0.0;0.24500538560683177
Katja Gentinetta;0.015726889144610665;0.05993340732519423;0.88326375980955;0.01628771116824182;0.24380294186189916
Ueli Mäder;0.022247794399693134;0.05993340732519423;0.887747548783982;0.0;0.24248218762721735
Milena Moser;0.04181051016494054;0.06437291897891231;0.8537011338904276;0.0;0.2399711407585701
Thomas Strässle;0.016187188339087073;0.08657047724750278;0.8392302494707576;0.0;0.23549697876433687
Elisabeth Bronfen;0.05446873801304181;0.21975582685904552;0.6671258565334371;0.0;0.23533760535138112
Manuel Stahlberger;0.04142692750287687;0.09988901220865705;0.796095023109729;0.0;0.23435274070531573
Martin R. Dean;0.039892596854622174;0.08102108768035517;0.8016405219149308;8,64E+10;0.23066015497838932
Tom Fischer;0.00851553509781358;0.07769145394006659;0.8207915619758885;0.011445864512072326;0.22961110388146025
Ludwig Hasler;0.016570771001150748;0.041065482796892344;0.8512092072632591;0.0;0.22721136526532554
Christian Jott Jenny;0.028500191791331033;0.04661487236403995;0.8297800944113513;0.0;0.22622378964168055
Anna Rosenwasser;0.04487917146144994;0.0;0.8317684763115789;0.0;0.2191619119432572
Katja Rost;0.018757192174913694;0.03551609322974473;0.7331793044385867;0.060332973947349704;0.21194639094764872
Dirk Helbing;0.09129267357115459;0.0876803551609323;0.6076794919243113;0.05807677943688167;0.21118232502331996
Katja Früh;0.01990794016110472;0.06992230854605994;0.7392161000147851;0.0;0.20726158718048743
Marko Kovic;0.008553893364019946;0.0;0.7963369923205446;0.01633252166107712;0.2053058518364104
Aviel Cahn;0.015420023014959724;0.05993340732519423;0.7358578643762691;0.0;0.20280282367910576
Ursula Rodel;0.002493287303413886;0.003329633740288568;0.75;0.0;0.1889557302609256
Patricia Kopatchinskaja ;0.3705408515535098;0.2807991120976693;0.0;0.0048024509925739855;0.16403560366093828
Daniel Ryser;0.0024165707710011508;0.07769145394006659;0.5293271608466013;0.0;0.15235879638941724
Andreas Vollenweider;0.286536248561565;0.31853496115427304;0.0;0.002758399516327857;0.15195740230804147
Oliver Bendel;0.026697353279631762;0.05216426193118757;0.5;0.0;0.14471540380270484
Pipilotti Rist;0.2665899501342539;0.2874583795782464;0.0;0.0;0.13851208242812507
Peter Stamm;0.2048331415420023;0.33962264150943394;0.0;0.0;0.13611394576285907
Jaques Herzog;0.0031070195627157654;0.4716981132075472;0.0;0.022177635605363333;0.12424569209390657
Peter Bieri;0.05408515535097814;0.33962264150943394;0.0;0.0;0.09842694921510302
Charles Lewinsky;0.10088224012274645;0.2830188679245283;0.0;0.0;0.09597527701181868
Peter von Matt;0.07825086306098965;0.26748057713651496;0.0;0.0;0.08643286004937616
Barbara Frey;0.09397775220560031;0.2142064372918979;0.0;0.0;0.07704604737437455
Sylvie Fleury;0.17721518987341772;0.11320754716981132;0.0;0.0;0.07260568426080727
Big Zis aka Franziska Schläpfer;0.0379746835443038;0.24528301886792453;0.0;0.0;0.07081442560305708
Lara Stoll;0.1016494054468738;0.17758046614872364;0.0;0.0;0.06980746789889936
Stress;0.011660912926735711;0.19422863485016648;0.0;0.008465471638357319;0.053588754853814875
Lorenz Häberli;0.10510164940544688;0.09988901220865705;0.0;0.005362929996521399;0.052588397902656334
Luc Oggier (von Lu & Leduc);0.10510164940544688;0.09988901220865705;0.0;0.005362929996521399;0.052588397902656334
Philip Ursprung;0.05485232067510549;0.10654827968923418;0.0;0.0;0.04035015009108492
Annemarie Piper;0.014499424626006905;0.10654827968923418;0.0;0.0;0.030261926078810272
Benedikt von Peter;0.028883774453394708;0.07658157602663707;0.0;0.0;0.026366337620007944
Jacqueline Burkhardt;0.007556578442654392;0.09211986681465038;0.0;0.0;0.024919111314326194
Eduard Käser;0.0364403528960491;0.06215316315205328;0.0;0.0;0.024648379012025594
Claudia Honegger;0.005024932873034139;0.08435072142064373;0.0;0.0;0.022343913573419468
Irena Brezna;0.02807825086306099;0.06104328523862375;0.0;0.0;0.022280384025421186
Aleksanra Bachzetsis;0.03291139240506329;0.041065482796892344;0.0;0.0;0.01849421880048891
MaiThu Perret;0.06559263521288838;0.0;0.0;0.0;0.016398158803222096
Ursula Hauser;0.030149597238204835;0.0;0.0;0.0;0.007537399309551209
David Bosshardt;0.0;0.026637069922308545;0.0;0.0;0.006659267480577136
Barbara Buser;0.015650172612197928;0.0;0.0;0.0;0.003912543153049482
Christoph-Mathias Müller;0.011852704257767549;0.0;0.0;0.0034644632186935924;0.0038292918691152852
Lena Lisa Wüstendörfer;0.013310318373609513;0.0;0.0;0.0;0.0033275795934023782
Christoph Rehmann-Suter;0.01093210586881473;0.0;0.0;0.0;0.0027330264672036824
Marisa Godoy;0.007786728039892597;0.0;0.0;0.0;0.0019466820099731492
Mickry 3;0.007211354046797085;0.0;0.0;0.0;0.0018028385116992712
