,Name,m/w,Bereich,Wikipedia,id,Twitter Verifiziert?,GSR,Unnamed: 7,verified,followers_count,degree,betweenness,contribution_index,sentiment_avg,emotionality_avg,ego_art,ego_nudges,alter_art,alter_nudges,complexity_avg,betweenness_oscillation,Wikipedia_name,Backlinks,Links,Awards,Publications,Wikipedia_score_x,GSR_score,Wikipedia_score_y,Sentiment_score,Twitter_score,Thoughtleader_Score,class_labels
75,Peter Bichsel,m,Literatur,Peter Bichsel,0,0,2560,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Bichsel,190.0,94.0,0.0,1.0,0.3706992230854606,0.0970464135021097,0.3706992230854606,0.8322463337189965,0.0,0.3249979925766417,0
76,Peter Bieri,m,Philosophie/ Literatur,Peter Bieri,0,0,1440,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Bieri,136.0,70.0,0.0,2.0,0.33962264150943394,0.05408515535097814,0.33962264150943394,0.0,0.0,0.09842694921510302,0
77,Peter Stamm,m,Literatur,Peter Stamm,0,0,5370,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Stamm,147.0,109.0,0.0,1.0,0.33962264150943394,0.2048331415420023,0.33962264150943394,0.0,0.0,0.13611394576285907,0
78,Peter von Matt,m,Literatur,Peter von Matt,0,0,2070,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peter von Matt,179.0,62.0,0.0,0.0,0.26748057713651496,0.07825086306098965,0.26748057713651496,0.0,0.0,0.08643286004937616,0
79,Petra Volpe,w,Film,Petra Volpe,PetraVolpe,0,1320,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Petra Volpe,48.0,31.0,1.0,1.0,0.19866814650388456,0.04948216340621404,0.19866814650388456,0.7808220700148448,0.009647720585900216,0.25965502512771094,0
80,Philip Ursprung,m,Geschichte,Philip Ursprung,0,0,1460,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philip Ursprung,20.0,26.0,0.0,1.0,0.10654827968923418,0.05485232067510549,0.10654827968923418,0.0,0.0,0.04035015009108492,0
81,Philipp Sarasin,m,Geschichte,Philipp Sarasin,Philipp_Sarasin,0,2110,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philipp Sarasin,68.0,34.0,0.0,1.0,0.16870144284128746,0.07978519370924435,0.16870144284128746,0.8297811164527205,0.23626532336777714,0.32863326909275736,0
82,Pipilotti Rist,w,Kunst,Pipilotti Rist,0,0,6980,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pipilotti Rist,147.0,112.0,0.0,0.0,0.2874583795782464,0.2665899501342539,0.2874583795782464,0.0,0.0,0.13851208242812507,0
83,Regula Stämpfli,w,Politologie,Regula Stämpfli,laStaempfli,0,647,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regula Stämpfli,37.0,47.0,0.0,0.0,0.0932297447280799,0.02366705024932873,0.0932297447280799,0.25,1.0,0.34172419874435217,1
84,Rolf Dobelli,m,Literatur,Rolf Dobelli,dobelli,0,11500,0,0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rolf Dobelli,38.0,62.0,0.0,0.0,0.11098779134295228,0.43996931338703493,0.11098779134295228,0.8612178123288969,0.0,0.35304372926472105,1
85,Ruth Schweikert,w,Literatur,Ruth Schweikert,0,0,638,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruth Schweikert,41.0,51.0,0.0,0.0,0.10210876803551609,0.023321825853471423,0.10210876803551609,0.9024933839737372,0.0,0.2569809944656812,0
86,Sibylle Berg,w,Literatur,Sibylle Berg,SibylleBerg,ja,7770,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sibylle Berg,264.0,187.0,3.0,6.0,1.0,0.29689298043728424,1.0,1.0,0.30591862921247254,0.6507029024124391,1
87,Sylvie Fleury,w,Kunst,Sylvie Fleury,0,0,4650,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sylvie Fleury,45.0,57.0,0.0,0.0,0.11320754716981132,0.17721518987341772,0.11320754716981132,0.0,0.0,0.07260568426080727,0
88,Sophie Hunger,w,Musik,Sophie Hunger,SophieHunger,ja,15300,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sophie Hunger,129.0,129.0,0.0,1.0,0.341842397336293,0.5857307249712314,0.341842397336293,0.625,0.03636829992208496,0.3972353555574023,1
89,Steff la Cheffe,w,Musik,Steff la Cheffe,0,0,1720,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steff la Cheffe,56.0,35.0,0.0,1.0,0.1564927857935627,0.06482546988876103,0.1564927857935627,0.8567839104878988,0.0,0.26952554154255565,0
90,Stephan Eicher,m,Musik,Stephan Eicher,stephaneicher1,0,8780,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephan Eicher,138.0,85.0,0.0,0.0,0.24750277469478357,0.33563482930571537,0.24750277469478357,0.6591097514179294,0.0,0.3105618388546071,0
91,Stress,m,Musik,Stress (Musiker),stressmusic,0,334,gsr für Andres Andrekson,0,6945.0,5.566326530612245,15.153061224489797,-0.0010204081632653062,0.7267310160291582,0.26263683885403033,9.82052495307986,1.2981234017960326,9.33525694418964,1.3030904476353198,6.234485880675716,1.5625,Stress (Musiker),111.0,64.0,0.0,0.0,0.19422863485016648,0.011660912926735711,0.19422863485016648,0.0,0.008699671028623448,0.05364730470138141,0
92,Thomas Hürlimann,m,Literatur,Thomas Hürlimann,0,0,1570,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Hürlimann,144.0,111.0,1.0,1.0,0.3940066592674806,0.05907172995780591,0.3940066592674806,0.8472722919138834,0.0,0.32508767028479246,0
93,Thomas Maissen,m,Geschichte,Thomas Maissen,0,0,683,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Maissen,97.0,80.0,0.0,0.0,0.19644839067702552,0.02504794783275796,0.19644839067702552,0.8306134493919795,0.0,0.2630274469754407,0
94,Thomas Strässle,m,Literatur,Thomas Strässle,0,0,452,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Strässle,22.0,56.0,0.0,0.0,0.08657047724750278,0.016187188339087073,0.08657047724750278,0.8392302494707576,0.0,0.23549697876433687,0
95,Thomas Straumann,m,Geschichte,Straumann (Unternehmen),straumann,ja,466,Einmal bitte Nachprüfen!!!,1,11947.0,5.117647058823529,30.189542483660126,0.0,0.7717587849361343,0.22178894823530915,7.414903712590941,1.2408596589451744,6.201213007544581,1.2134528778217457,6.218835176824899,1.2653061224489797,Straumann (Unternehmen),85.0,105.0,0.0,0.0,0.21087680355160932,0.016724204065976217,0.21087680355160932,0.9024933839737372,0.014270109385980362,0.2860911252443258,0
96,Tom Fischer,m,Musik,Thomas Gabriel Fischer,TomGWarrior,0,252,"""Thomas Gabriel Fischer"" mit diesem Namen gesucht!",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Gabriel Fischer,41.0,29.0,0.0,0.0,0.07769145394006659,0.00851553509781358,0.07769145394006659,0.8207915619758885,0.011753358367662161,0.2296879773453577,0
97,Tommy Vercetti,m,Musik,Tommy Vercetti,Vercetti_031,0,19700,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Vercetti,23.0,29.0,0.0,0.0,0.05771365149833518,0.7545070962792482,0.05771365149833518,0.9205285883545072,0.003639352558078393,0.4340971721725423,1
98,Ueli Mäder,m,Soziologie,Ueli Mäder,0,0,610,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ueli Mäder,20.0,34.0,0.0,0.0,0.05993340732519423,0.022247794399693134,0.05993340732519423,0.8877475487839821,0.0,0.24248218762721735,0
99,Ursula Hauser,w,Kunst,0,0,0,816,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.030149597238204835,0.0,0.0,0.0,0.007537399309551209,0
100,Ursula Rodel,w,Mode,Ursula Rodel,0,0,95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ursula Rodel,3.0,0.0,0.0,0.0,0.003329633740288568,0.002493287303413886,0.003329633740288568,0.75,0.0,0.1889557302609256,0
101,Zora del Buono,w,Literatur,Zora del Buono,0,0,1560,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zora del Buono,27.0,29.0,0.0,1.0,0.11764705882352941,0.05868814729574223,0.11764705882352941,0.8221038415347656,0.0,0.2496097619135093,0
