Source;Target;RawCount;Type;Weight
Cappato Chiesa;Walter Wobmann Egerkinger;8;Undirected;0.0017245095925846087
Cardinal Charles Bo;Tom Andrews;8;Undirected;0.0017245095925846087
Andreas Reinhart;Helvetic Tuc;8;Undirected;0.0017245095925846087
Barbora Votikova;Maria Crnogorcevic;8;Undirected;0.0017245095925846087
Doris Leuthard;Joseph Deiss;8;Undirected;0.0017245095925846087
Cassandra Ellis;Farbfirma Benjamin Moore;8;Undirected;0.0017245095925846087
Hermann Karel;Nancy Pelosi;8;Undirected;0.0017245095925846087
Antje Buch;Louis Vuitton;8;Undirected;0.0017245095925846087
Aita Flury;Wiedikon Hans Hofmann;8;Undirected;0.0017245095925846087
Gstaad Julie Andrews;Louis Vuitton;8;Undirected;0.0017245095925846087
Cappato Greiner;Tanja Stadler;8;Undirected;0.0017245095925846087
Cardinal Charles Bo;Christian Kachin;8;Undirected;0.0017245095925846087
Marcel Tanner;Matthias Egger;8;Undirected;0.0017245095925846087
Markus Scholz;Tatyana Zenkovich;8;Undirected;0.0017245095925846087
Adrian Lobsiger;Samira Marti;8;Undirected;0.0017245095925846087
Daniel Frank;Jgb Biel;8;Undirected;0.0017245095925846087
Topcenter Roe;Zsc Lions;8;Undirected;0.0017245095925846087
Los Angeles;Santorini Funchal;8;Undirected;0.0017245095925846087
Tamara Funiciello;Walter Wobmann Egerkinger;8;Undirected;0.0017245095925846087
Benjamin Manser;Marianne Binder;8;Undirected;0.0017245095925846087
Aargau Kuettigen;Blue Sky;8;Undirected;0.0017245095925846087
Donald Trump;Friedrich Ebert;8;Undirected;0.0017245095925846087
Christopher John;Rudolf Reust;8;Undirected;0.0017245095925846087
Heinz Uhlmann;Thurgau Kantonalbank;8;Undirected;0.0017245095925846087
Farbfirma Benjamin Moore;Marianne Kohler Nizamuddin;8;Undirected;0.0017245095925846087
Doug Aitken;Louis Vuitton;8;Undirected;0.0017245095925846087
Fdp Vaud;Walter Wobmann;8;Undirected;0.0017245095925846087
Jan Kovar;Santeri Alatalo;8;Undirected;0.0017245095925846087
Bertschys Kontertor;Kristian Kapp;8;Undirected;0.0017245095925846087
Justin Abdelkader;Kristian Kapp;8;Undirected;0.0017245095925846087
Kay Schweri;Melvin Nyffeler;8;Undirected;0.0017245095925846087
Antje Buch;Gstaad Julie Andrews;8;Undirected;0.0017245095925846087
Abstimmungstag Salvatore;Roman Emperor Constantine;8;Undirected;0.0017245095925846087
Henry Habegger;Yasha Rudolphi;8;Undirected;0.0017245095925846087
George Floyd;Internetsoziologe Stephan Humer;8;Undirected;0.0017245095925846087
Helvetic Sicherheitsuntersuchungsstelle Sust;Piz Segnas;8;Undirected;0.0017245095925846087
Farbfirma Benjamin Moore;Farbfirma Jotun;8;Undirected;0.0017245095925846087
Anspiel Walser;Jeff Tomlinson;8;Undirected;0.0017245095925846087
S Zurich Kantonalbank;Zurich Kantonalbank;8;Undirected;0.0017245095925846087
Gregor Rutz;Samira Marti;8;Undirected;0.0017245095925846087
Bundeshausredaktor Fabian;Horst Parmelin;8;Undirected;0.0017245095925846087
Farbfirma Benjamin Moore;Interiordesignerin Nina;8;Undirected;0.0017245095925846087
Brigitte Buchmann;Brigitte Buchmann Departementsleiterin;8;Undirected;0.0017245095925846087
Blue Sky;Bundesrat Berset;8;Undirected;0.0017245095925846087
Finn Rautiainen;Zsc Lions;8;Undirected;0.0017245095925846087
Benjamin Manser;Katy Perry;8;Undirected;0.0017245095925846087
Marianne Binder;Roland Schmid;8;Undirected;0.0017245095925846087
Gregor Rutz;Marcel Suter;8;Undirected;0.0017245095925846087
Markus Scholz;Sol Invictus;8;Undirected;0.0017245095925846087
Andrea Stalder;Eurofor Thurgau;8;Undirected;0.0017245095925846087
Antje Buch;Elizabeth Taylor;8;Undirected;0.0017245095925846087
Marianne Binder;Walter Wobmann;8;Undirected;0.0017245095925846087
Germanies Verhaltenskodex;Tancredi Germanies Switzers;8;Undirected;0.0017245095925846087
Alisha Lehman;Barbora Votikova;8;Undirected;0.0017245095925846087
Samantha Anderson;Thomas Kessler;8;Undirected;0.0017245095925846087
Barbora Votikova;Nils Nielsen;8;Undirected;0.0017245095925846087
Elizabeth Taylor;Marianne Lupi;8;Undirected;0.0017245095925846087
Auferweckung Christi;Tatyana Zenkovich;8;Undirected;0.0017245095925846087
Andrea Stauffacher;Kurt Pelda;8;Undirected;0.0017245095925846087
George Floyd;Katy Perry;8;Undirected;0.0017245095925846087
Yasha Rudolphi;Young Svp;8;Undirected;0.0017245095925846087
Abstimmungstag Salvatore;Auferweckung Christi;8;Undirected;0.0017245095925846087
Switzers Bauer;Verhaltenskodex Bauer;8;Undirected;0.0017245095925846087
Louis Vuitton;Marianne Lupi;8;Undirected;0.0017245095925846087
Elizabeth Taylor;Louis Vuitton;8;Undirected;0.0017245095925846087
Adrian Lobsiger;Marcel Suter;8;Undirected;0.0017245095925846087
Canton Zurich;Schuler Schuler;8;Undirected;0.0017245095925846087
Ambasador Markus;Ambasador Markus Schlagenhof;8;Undirected;0.0017245095925846087
Cappato Chiesa;Solothurner Walter Wobmann;8;Undirected;0.0017245095925846087
Adrian Schmid Adrian Schmid;Jacqueline Fehr;8;Undirected;0.0017245095925846087
Mark Walder;States Miller;8;Undirected;0.0017245095925846087
Bishop Bertram Meier;Heike Werner;8;Undirected;0.0017245095925846087
Adrian Lobsiger;Gregor Rutz;8;Undirected;0.0017245095925846087
Germanies Verhaltenskodex;Tanja Stadler;8;Undirected;0.0017245095925846087
Roland Schmid;Walter Wobmann;8;Undirected;0.0017245095925846087
