Source;Target;RawCount;Type;Weight
Cappato Lombard Instagram;Pietro Lombardis;1;Undirected;0.007692307692307693
Influencerin Rodrigues;Thiagro Nigro Youtuber Arcuri;1;Undirected;0.007692307692307693
Weihnachtenschwangere Influencerin;Yasmin Rosner;1;Undirected;0.007692307692307693
Influencerin Payton;Laura Wontorra;1;Undirected;0.007692307692307693
Dagner Rojas;Elizabeth Hurley;1;Undirected;0.007692307692307693
Yasmin Rosner;Zmorge Influencerin;1;Undirected;0.007692307692307693
Dave Lee;Marques Brownlee;1;Undirected;0.007692307692307693
Influencerin Sarah Lombard;Sarah Lombard;1;Undirected;0.007692307692307693
Klara Hilpert;Mady Morrison;1;Undirected;0.007692307692307693
Coco Malou;Constantin Schiller;1;Undirected;0.007692307692307693
Annan Sophie;Stefanie Giesing;1;Undirected;0.007692307692307693
Welle Cris;Youtuber Arcuri;1;Undirected;0.007692307692307693
Austin Evans;Dave Lee;1;Undirected;0.007692307692307693
Bildernetzwerk Instagram;Sylvie Meis;1;Undirected;0.007692307692307693
Skinfluencerin Elina Dietrich;Sylvie Meis;1;Undirected;0.007692307692307693
Cepol Mikhail Nelson;Elizabeth Hurley;1;Undirected;0.007692307692307693
Farina Opuko;Leonie Hanne;1;Undirected;0.007692307692307693
Influencerin Louisa Dellert;Robert Habeck;1;Undirected;0.007692307692307693
Lewis Hilsenteger;Marques Brownlee;1;Undirected;0.007692307692307693
Louisa Dellert;Madeline Alizadeh;1;Undirected;0.007692307692307693
Kasia Lenhardt;Sara Kulkafreundin;1;Undirected;0.007692307692307693
Claudio Rathlef;Constantin Schiller;1;Undirected;0.007692307692307693
Annan Sophie;Madeline Alizadeh;1;Undirected;0.007692307692307693
Andreas Maurer;Morena Diaz;1;Undirected;0.007692307692307693
Laura Marias;Pietro Lombard;1;Undirected;0.007692307692307693
Levin Vostell;Sylvie Meis;1;Undirected;0.007692307692307693
Dagner Rojas;Kate Middleton;1;Undirected;0.007692307692307693
Jens Reinbold;Jens Reinbold Deputy;1;Undirected;0.007692307692307693
Oliver Pocher;Payton Ramolla;1;Undirected;0.007692307692307693
Austin Evans;Marques Brownlee;1;Undirected;0.007692307692307693
Louisa Dellert;Stefanie Giesing;1;Undirected;0.007692307692307693
Influencerin Payton;Sam Dylan;1;Undirected;0.007692307692307693
Louisa Dellert;Robert Habeck;1;Undirected;0.007692307692307693
Austin Evans;Youtuber Marques Brownlee;1;Undirected;0.007692307692307693
Oliver Pocher;Oliver Pocher Amira Aly;1;Undirected;0.007692307692307693
Lewis Hilsenteger;Youtuber Marques Brownlee;1;Undirected;0.007692307692307693
Laura Wontorra;Sam Dylan;1;Undirected;0.007692307692307693
Cepol Mikhail Nelson;Kate Middleton;1;Undirected;0.007692307692307693
